Pathway	Species	FMD_002 	FMD_003 	FMD_004 	FMD_006 	FMD_008 	FMD_009 	FMD_012 	FMD_013 	FMD_014 	FMD_015 	FMD_017 	FMD_021 	FMD_023 	FMD_024 	FMD_025 	FMD_026 	FMD_027 	FMD_028 	FMD_029 	FMD_032 	FMD_033 	FMD_034 	FMD_035 	FMD_037 	FMD_038 	FMD_039_040 	FMD_043_044 	FMD_050 	FMD_051 	FMD_052 	FMD_058 	FMD_059 
PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	g__Williamsia.s__Williamsia_marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML07_0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML95_0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	unclassified	1.87E-05	5.11E-05	6.32E-06	3.48E-05	5.03E-05	3.59E-05	2.00E-05	1.39E-06	9.31E-06	6.09E-05	8.22E-06	8.74E-06	6.86E-06	2.59E-05	5.30E-05	0	8.12E-06	2.55E-06	4.80E-06	6.03E-06	5.70E-06	2.50E-05	1.20E-05	1.44E-05	1.58E-05	1.61E-05	1.27E-05	4.37E-06	6.17E-06	2.82E-06	4.59E-05	2.29E-06
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acetobacteraceae_unclassified.s__Acetobacteraceae_bacterium_DB1506	0	0	0	0	0	9.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_baumannii	0	4.75E-07	0	0	0	0	0	0	0	4.28E-06	0	0	0	0	1.55E-06	0	0	0	0	0	0	1.25E-07	0	0	0	0	6.28E-07	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_bereziniae	0	0	0	1.47E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_gyllenbergii	0	0	0	0	0	0	0	0	0	5.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_idrijaensis	0	0	0	0	0	2.43E-07	0	0	0	2.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_indicus	0	5.57E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_johnsonii	0	3.56E-07	2.58E-07	5.65E-07	1.08E-06	2.16E-06	4.66E-07	0	0	3.83E-06	0	0	0	2.65E-07	1.73E-07	0	0	0	0	0	0	1.53E-06	0	0	2.55E-07	0	0	0	1.76E-07	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_junii	0	1.54E-07	0	2.23E-07	4.58E-07	2.47E-06	1.32E-07	0	0	6.81E-07	0	0	0	4.00E-07	9.62E-08	0	0	1.38E-06	0	0	0	4.82E-07	0	0	1.33E-07	3.60E-07	4.27E-06	0	0	0	4.77E-07	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	6.64E-08	0	2.00E-07	0	0	0	1.88E-07	0	0	0	9.60E-08	0	0	0	0	0	0	0	9.09E-08	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_parvus	0	0	0	4.47E-07	4.81E-07	4.09E-07	1.13E-07	0	0	2.58E-07	0	0	0	0	7.19E-07	0	0	0	0	0	0	2.59E-07	0	0	1.68E-07	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_radioresistens	0	0	0	0	0	0	3.70E-07	0	0	0	0	0	0	0	1.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_schindleri	0	6.43E-08	1.98E-07	0	1.22E-07	1.15E-07	0	0	0	0	0	0	0	0	1.31E-07	0	0	0	0	0	0	2.43E-07	0	0	0	0	8.06E-07	0	0	0	1.49E-07	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Acinetobacter.s__Acinetobacter_ursingii	0	4.21E-07	0	8.66E-08	0	1.91E-07	3.18E-07	0	0	2.19E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinobaculum.s__Actinobaculum_sp_oral_taxon_183	0	0	0	6.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05E-06	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinomyces.s__Actinomyces_massiliensis	0	0	0	0	0	2.58E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	1.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinomyces.s__Actinomyces_oris	0	0	0	1.22E-07	0	0	0	0	0	0	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinomyces.s__Actinomyces_sp_oral_taxon_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Aerococcus.s__Aerococcus_viridans	0	0	0	0	0	0	0	0	0	2.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Agrobacterium.s__Agrobacterium_albertimagni	0	0	0	0	0	3.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Alishewanella.s__Alishewanella_aestuarii	0	0	0	0	0	0	0	0	0	1.51E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Alishewanella.s__Alishewanella_jeotgali	0	0	0	0	0	0	0	0	0	1.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Aquimonas.s__Aquimonas_voraii	0	0	0	0	0	0	0	0	0	5.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Atopobium.s__Atopobium_vaginae	0	0	0	0	0	0	5.60E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacillus.s__Bacillus_cereus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacillus.s__Bacillus_subtilis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bergeyella.s__Bergeyella_zoohelcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Blastococcus.s__Blastococcus_sp_TF02_9	0	0	0	1.04E-06	0	1.17E-06	0	0	0	0	0	0	0	5.94E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Bosea.s__Bosea_sp_RAC05	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brachybacterium.s__Brachybacterium_nesterenkovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevibacterium.s__Brevibacterium_casei	0	0	0	0	0	7.29E-07	0	0	0	0	0	0	0	0	1.57E-06	0	0	0	0	0	0	0	0	3.65E-06	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevibacterium.s__Brevibacterium_luteolum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	5.05E-06	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevibacterium.s__Brevibacterium_ravenspurgense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	7.20E-07	0	0	0	3.32E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	1.42E-07	0	0	0	4.15E-07	0	0	0	5.71E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevundimonas.s__Brevundimonas_nasdae	0	5.15E-07	0	5.55E-07	7.87E-07	5.14E-07	0	0	0	3.44E-07	0	0	0	0	7.62E-07	0	0	0	0	0	0	1.46E-07	0	0	3.07E-07	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Brevundimonas.s__Brevundimonas_vesicularis	0	5.03E-07	0	0	7.43E-07	3.64E-07	2.90E-07	0	0	4.90E-07	0	0	0	0	3.01E-07	0	0	0	0	0	0	5.36E-08	0	0	1.58E-07	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Capnocytophaga.s__Capnocytophaga_canimorsus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Capnocytophaga.s__Capnocytophaga_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Capnocytophaga.s__Capnocytophaga_cynodegmi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chroococcidiopsis.s__Chroococcidiopsis_thermalis	0	0	0	0	0	1.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chryseobacterium.s__Chryseobacterium_gambrini	0	0	0	0	0	1.71E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-07	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chryseobacterium.s__Chryseobacterium_haifense	0	4.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chryseobacterium.s__Chryseobacterium_hominis	0	5.68E-06	0	0	1.13E-06	0	4.61E-07	0	0	3.41E-07	0	0	0	0	0	0	0	0	0	0	0	9.56E-07	0	0	7.75E-07	4.84E-07	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chryseobacterium.s__Chryseobacterium_mucoviscidosis	0	0	0	0	0	2.60E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Chryseobacterium.s__Chryseobacterium_taklimakanense	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32E-07	0	0	2.60E-06	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Collinsella.s__Collinsella_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_accolens	0	4.41E-07	0	0	2.46E-07	7.88E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80E-07	0	0	0	0	2.03E-06	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_afermentans	0	8.42E-07	3.19E-06	1.08E-06	2.54E-06	0	0	1.35E-06	0	0	0	0	0	0	2.36E-06	0	0	0	0	0	0	0	9.56E-07	0	0	0	0	1.70E-06	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_amycolatum	0	0	1.82E-07	0	0	0	0	0	0	0	0	0	0	0	1.17E-07	0	0	0	0	0	0	4.58E-07	0	0	0	0	0	3.08E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_aurimucosum	0	5.87E-07	0	0	1.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_coyleae	0	6.63E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-07	0	0	4.46E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_glucuronolyticum	0	4.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_imitans	0	5.01E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_jeikeium	0	0	2.41E-07	0	0	0	0	0	0	0	0	0	0	0	1.51E-07	0	0	0	0	0	0	3.12E-07	0	0	0	0	0	8.13E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_kefirresidentii	6.57E-07	1.83E-06	2.41E-07	8.07E-07	5.57E-06	4.31E-07	0	2.07E-07	0	1.94E-06	2.72E-06	2.90E-07	0	8.32E-07	1.13E-06	0	0	0	1.39E-07	0	0	1.59E-06	1.25E-06	2.41E-06	8.29E-07	0	4.35E-06	2.43E-07	0	8.89E-07	1.40E-07	1.77E-07
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	7.86E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_minutissimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-07	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_pseudogenitalium	1.84E-06	3.61E-06	1.37E-06	2.05E-06	1.97E-06	2.95E-07	2.85E-07	8.52E-07	7.03E-06	4.86E-07	2.44E-06	6.36E-07	0	5.64E-07	1.33E-06	0	0	1.83E-06	5.73E-07	0	0	9.11E-07	3.04E-07	1.82E-06	1.32E-06	4.46E-07	1.07E-06	1.32E-06	0	4.42E-07	2.52E-07	1.56E-06
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_pyruviciproducens	0	5.82E-07	0	0	0	0	0	0	0	4.11E-07	0	0	0	0	2.01E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_riegelii	0	6.82E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_simulans	0	0	0	3.32E-07	0	1.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_sp_HMSC08A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-06	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_striatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42E-07	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_tuberculostearicum	1.73E-06	3.28E-06	1.53E-06	2.58E-06	2.09E-06	6.71E-07	3.98E-07	7.18E-07	1.44E-05	8.28E-07	1.81E-06	9.50E-07	0	1.00E-06	1.95E-06	0	0	2.40E-06	1.02E-06	0	0	1.04E-06	4.09E-07	2.26E-06	1.56E-06	2.56E-07	1.26E-06	1.41E-06	0	6.92E-07	2.87E-07	1.98E-06
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_urealyticum	0	2.66E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_ureicelerivorans	0	3.74E-07	1.88E-07	0	1.29E-06	0	0	0	0	0	0	6.27E-07	0	0	1.88E-06	0	0	0	0	0	0	0	1.16E-06	1.88E-06	4.74E-06	8.77E-07	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Corynebacterium.s__Corynebacterium_xerosis	0	0	0	4.11E-07	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Cutibacterium.s__Cutibacterium_acnes	1.25E-06	3.35E-06	0	2.42E-06	4.31E-06	6.38E-06	5.58E-07	0	0	4.81E-06	0	0	0	2.04E-06	4.19E-06	0	0	0	6.05E-07	0	0	1.75E-06	0	0	1.81E-06	0	0	0	2.86E-06	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	9.78E-06	2.76E-06	0	0	0	0	6.08E-07	0	0	0	0	0	0	0	0	2.94E-07	0	0	0	0	0	0	0	0	0	1.32E-06	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	1.77E-07	0	0	0	0	0	0	0	0	0	1.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Cyanosarcina.s__Cyanosarcina_burmensis	0	0	0	0	0	2.68E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Deinococcus.s__Deinococcus_radiodurans	0	3.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Deinococcus.s__Deinococcus_wulumuqiensis	3.30E-06	0	0	0	0	0	0	0	0	1.06E-06	0	1.63E-06	0	0	8.95E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dermacoccus.s__Dermacoccus_nishinomiyaensis	0	1.35E-06	0	2.34E-06	0	6.32E-07	0	0	0	0	0	0	0	6.75E-07	7.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74E-06
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dermacoccus.s__Dermacoccus_sp_PE3	6.62E-06	2.23E-06	0	1.05E-06	1.08E-06	0	3.80E-07	0	0	0	0	0	0	6.54E-07	1.27E-05	0	0	0	0	0	0	3.99E-07	0	0	0	1.88E-06	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dietzia.s__Dietzia_cinnamea	0	0	0	1.35E-07	1.80E-07	0	0	0	0	8.09E-07	0	4.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35E-06	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dietzia.s__Dietzia_maris	0	0	0	7.57E-08	2.77E-07	0	0	0	0	1.94E-06	0	7.15E-07	0	0	6.78E-08	0	0	0	0	0	0	0	0	0	0	0	1.97E-05	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dietzia.s__Dietzia_natronolimnaea	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	5.67E-07	0	0	0	0	0	0	0	0	4.67E-07	0	0	0	0	0	0	0	2.29E-06	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Finegoldia.s__Finegoldia_magna	3.16E-06	1.59E-06	5.06E-07	1.15E-06	7.94E-07	0	0	0	0	1.45E-06	0	0	0	0	7.91E-07	0	0	0	0	0	0	0	0	0	8.77E-07	4.50E-07	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Flavobacterium.s__Flavobacterium_anhuiense	0	0	5.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Fusobacterium.s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Gardnerella.s__Gardnerella_vaginalis	0	0	0	0	0	0	1.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Gemella.s__Gemella_haemolysans	0	4.64E-07	0	0	5.94E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	g__Gemella.s__Gemella_sanguinis	0	0	0	0	3.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
