query	target	 identity	alignment_length	N_mismatches	N_gap openings	query_start	query_end	target_start	target_end	e-value	bitscore
S16C36943_131	NZ_CP023851.1_124	0.432	284	159	0	7	290	7	287	5.60E-63	219
S16C36943_131	NZ_CP025894.1_43	0.432	284	159	0	7	290	7	287	5.60E-63	219
S16C36943_131	NZ_CP025870.1_59	0.432	284	159	0	7	290	7	287	5.60E-63	219
S16C36943_131	NZ_CP025868.1_94	0.432	284	159	0	7	290	7	287	5.60E-63	219
S16C36943_131	NZ_CP028433.1_130	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_3	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_6	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP021336.1_8	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_4	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_102	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_15	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP027309.1_111	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_9	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_137	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP021340.1_8	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP027223.1_57	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_52	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_110	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_AP018798.1_65	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_25	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028430.1_17	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NC_013370.1_79	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NZ_CP028433.1_60	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_131	NC_013370.1_114	0.434	284	158	0	7	290	7	287	2.19E-63	220
S16C36943_132	NZ_LT618794.1_41	0.433	70	39	0	28	97	41	109	2.13E-10	57
S16C36943_132	NZ_CP012732.1_18	0.356	94	57	0	6	94	6	99	8.26E-11	58
S16C36943_132	NZ_CP028433.1_2	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_131	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_5	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP021336.1_9	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_3	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_101	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_14	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_8	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_136	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP027309.1_112	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP027223.1_56	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP021340.1_9	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_51	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_111	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_AP018798.1_66	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NC_013370.1_78	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_26	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028430.1_18	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP028433.1_61	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NC_013370.1_115	0.374	94	55	0	6	94	6	99	3.50E-12	62
S16C36943_132	NZ_CP025883.1_18	0.375	94	55	0	6	94	6	99	2.55E-12	63
S16C36943_132	NZ_CP023851.1_125	0.375	94	55	0	6	94	6	99	2.55E-12	63
S16C36943_132	NZ_CP025894.1_42	0.375	94	55	0	6	94	6	99	2.55E-12	63
S16C36943_132	NZ_CP025870.1_58	0.375	94	55	0	6	94	6	99	2.55E-12	63
S16C36943_132	NZ_CP025868.1_93	0.375	94	55	0	6	94	6	99	2.55E-12	63
S16C36943_132	NZ_CP022167.1_59	0.379	94	55	0	6	94	6	99	1.36E-12	63
S16C36943_23	NZ_CP019308.1_134	0.461	72	38	0	5	76	2	73	5.26E-12	63
S16C36943_23	NZ_AP015032.1_51	0.415	107	60	0	5	111	8	110	5.38E-18	81
S16C36943_23	NZ_CP025144.1_124	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP018956.1_228	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP025147.1_130	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP025141.1_124	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP021835.1_183	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP025144.1_153	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP025147.1_159	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP025141.1_153	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP018956.1_199	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP021835.1_212	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP017387.1_89	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_23	NZ_CP016381.1_148	0.403	113	64	0	5	117	8	116	2.10E-18	82
S16C36943_29	NZ_CP007729.1_101	0.535	157	73	0	126	282	3	159	1.89E-43	161
S16C36943_29	NZ_CP008829.1_101	0.535	157	73	0	126	282	3	159	1.89E-43	161
S16C36943_29	NZ_CP014649.1_124	0.535	157	73	0	126	282	3	159	1.89E-43	161
S16C36943_6	NZ_CP015530.1_129	0.448	411	217	0	108	502	5	415	2.61E-98	331
S16C36943_76	NZ_CP012732.1_18	0.425	100	56	0	6	105	6	104	1.38E-17	78
S16C36943_76	NZ_CP022167.1_59	0.445	100	54	0	6	105	6	104	3.10E-19	83
S16C36943_76	NZ_CP028433.1_2	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_131	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_5	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP021336.1_9	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_3	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_101	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_14	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_8	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_136	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP027309.1_112	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP027223.1_56	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP021340.1_9	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_51	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_111	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_AP018798.1_66	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NC_013370.1_78	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_26	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028430.1_18	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP028433.1_61	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NC_013370.1_115	0.455	100	53	0	6	105	6	104	4.65E-20	85
S16C36943_76	NZ_CP025883.1_18	0.457	100	53	0	6	105	6	104	3.39E-20	85
S16C36943_76	NZ_CP023851.1_125	0.457	100	53	0	6	105	6	104	3.39E-20	85
S16C36943_76	NZ_CP025894.1_42	0.457	100	53	0	6	105	6	104	3.39E-20	85
S16C36943_76	NZ_CP025870.1_58	0.457	100	53	0	6	105	6	104	3.39E-20	85
S16C36943_76	NZ_CP025868.1_93	0.457	100	53	0	6	105	6	104	3.39E-20	85
S16C36943_76	NZ_LT618794.1_41	0.457	107	56	0	2	108	10	113	2.95E-22	91
S16C36943_77	NZ_CP013761.1_12	0.352	175	108	0	129	303	1	167	1.47E-23	104
S16C36943_77	NZ_CP013779.1_211	0.353	176	108	0	128	303	1	168	8.07E-24	104
S16C36943_77	NZ_CP033942.1_50	0.352	179	110	0	125	303	11	181	3.27E-24	106
S16C36943_77	NZ_CP012732.1_19	0.508	203	94	0	104	306	6	197	2.84E-54	194
S16C36943_77	NZ_CP022167.1_60	0.444	306	158	0	1	306	1	286	1.26E-71	245
S16C36943_77	NZ_CP023851.1_124	0.448	306	157	0	1	306	1	286	1.92E-72	247
S16C36943_77	NZ_CP025883.1_17	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_130	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_3	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_6	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP021336.1_8	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_4	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_102	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_15	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP025894.1_43	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP027309.1_111	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_9	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_137	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP021340.1_8	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP027223.1_57	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP025870.1_59	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_52	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_110	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_AP018798.1_65	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP025868.1_94	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_25	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028430.1_17	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NC_013370.1_79	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_CP028433.1_60	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NC_013370.1_114	0.449	306	157	0	1	306	1	286	1.03E-72	248
S16C36943_77	NZ_LT618794.1_40	0.498	308	145	0	10	317	5	293	8.86E-86	286
S16C36943_89	NZ_CP011399.1_34	0.408	701	368	0	166	866	80	702	4.15E-149	496
S16C36943_89	NZ_CP007729.1_72	0.446	870	446	0	4	873	110	915	1.54E-216	693
S16C36943_89	NZ_CP008829.1_72	0.446	870	446	0	4	873	110	915	1.54E-216	693
S16C36943_89	NZ_CP014649.1_153	0.446	870	446	0	4	873	110	915	1.54E-216	693
S16C36943_89	NZ_CP017949.1_9	0.588	706	286	0	164	869	14	709	1.03E-253	801
S16C3773_105	NZ_CP019308.1_134	0.351	93	55	0	8	93	7	99	3.68E-10	57
S16C3773_66	NZ_CP019203.1_29	0.46	406	217	0	4	405	3	408	1.40E-102	339
S16C3773_79	NZ_CP015530.1_117	0.387	249	138	0	4	229	11	259	2.19E-45	166
S16C3773_90	NZ_CP019308.1_109	0.377	286	176	0	16	301	20	303	6.85E-51	184
S16C3822_27	NZ_CP023686.1_2	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NC_022901.1_42	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NZ_CP003712.1_38	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NZ_CP023680.1_2	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NZ_CP003718.1_25	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NZ_CP023718.1_2	0.394	128	75	0	15	142	11	135	8.08E-21	89
S16C3822_27	NZ_CP016381.1_70	0.38	139	78	0	16	142	3	141	8.97E-22	92
S16C4026_104	NZ_CP016381.1_114	0.478	374	194	0	9	380	8	381	4.28E-99	328
S16C4026_104	NZ_CP018956.1_244	0.578	371	156	0	7	376	6	376	8.78E-129	414
S16C4026_104	NZ_CP021835.1_167	0.578	371	156	0	7	376	6	376	8.78E-129	414
S16C4026_130	NZ_CP037443.1_31	0.362	197	122	0	85	276	2	198	1.07E-29	121
S16C4026_31	NZ_CP014649.1_78	0.408	51	30	0	23	73	9	59	8.34E-05	40
S16C4026_31	NZ_CP007729.1_147	0.408	51	30	0	23	73	9	59	8.34E-05	40
S16C4026_31	NZ_CP008829.1_147	0.408	51	30	0	23	73	9	59	8.34E-05	40
S16C4026_32	NZ_CP038626.1_41	0.44	68	36	0	3	70	17	81	7.84E-11	57
S16C4026_35	NZ_CP015358.1_11	0.372	76	46	0	30	104	16	91	5.67E-08	51
S16C4026_35	NZ_CP017949.1_76	0.383	95	56	0	20	110	25	119	6.89E-13	65
S16C4026_36	NZ_CP014649.1_110	0.491	657	332	0	166	819	153	809	1.31E-183	595
S16C4026_36	NZ_CP027613.1_1	0.491	657	332	0	166	819	153	809	1.31E-183	595
S16C4026_36	NZ_CP007729.1_115	0.491	657	332	0	166	819	153	809	1.31E-183	595
S16C4026_36	NZ_CP008829.1_115	0.491	657	332	0	166	819	153	809	1.31E-183	595
S16C4026_37	NZ_AP015032.1_51	0.362	127	80	0	1	127	8	133	3.71E-17	79
S16C4026_37	NZ_CP019308.1_134	0.385	126	77	0	1	126	2	127	2.48E-19	85
S16C4026_50	NZ_CP013779.1_144	0.351	96	57	0	13	101	57	152	7.94E-11	58
S16C4026_50	NZ_CP013769.1_34	0.351	96	57	0	13	101	57	152	7.94E-11	58
S16C4026_50	NZ_CP013779.1_219	0.351	96	57	0	13	101	57	152	7.94E-11	58
S16C4026_50	NZ_CP013761.1_30	0.351	96	57	0	13	101	57	152	7.94E-11	58
S16C4026_50	NZ_CP033942.1_42	0.351	96	57	0	13	101	57	152	7.94E-11	58
S16C43766_1	NZ_CP022660.1_182	0.504	96	47	0	1	96	1	96	1.13E-22	93
S16C43766_14	NZ_CP027613.1_187	0.446	102	55	0	6	107	4	103	9.32E-20	85
S16C43766_14	NZ_CP014649.1_13	0.451	102	54	0	6	107	4	103	3.61E-20	86
S16C43766_14	NZ_CP007729.1_212	0.451	102	54	0	6	107	4	103	3.61E-20	86
S16C43766_14	NZ_CP008829.1_212	0.451	102	54	0	6	107	4	103	3.61E-20	86
S16C43766_25	NZ_CP011399.1_66	0.365	115	70	0	4	115	17	131	1.62E-14	73
S16C43766_25	NZ_LR134278.1_13	0.438	101	56	0	1	101	1	101	1.35E-17	82
S16C43766_25	NZ_CP015728.1_1	0.355	136	86	0	52	185	1	136	9.89E-18	82
S16C43766_25	NZ_CP027309.1_110	0.408	126	73	0	51	176	1	125	4.25E-21	92
S16C43766_25	NZ_CP010714.1_12	0.37	151	93	0	4	151	10	160	1.90E-22	96
S16C43766_25	NZ_CP038615.1_3	0.379	153	90	0	2	147	4	156	4.52E-24	101
S16C43766_25	NZ_CP038616.1_11	0.379	153	90	0	2	147	4	156	4.52E-24	101
S16C43766_25	NZ_CP038617.1_87	0.379	153	90	0	2	147	4	156	4.52E-24	101
S16C43766_25	NZ_CP038618.1_7	0.383	153	89	0	2	147	4	156	1.77E-24	102
S16C43766_25	NC_029024.1_90	0.422	134	75	0	1	131	1	134	1.30E-24	102
S16C43766_25	NZ_CP019891.1_132	0.354	175	111	0	2	176	3	175	2.73E-25	104
S16C43766_25	NZ_CP022068.1_8	0.354	175	111	0	2	176	3	175	2.73E-25	104
S16C43766_25	NZ_CP022068.1_16	0.354	175	111	0	2	176	3	175	2.73E-25	104
S16C43766_25	NZ_CP027605.1_15	0.354	175	111	0	2	176	3	175	2.73E-25	104
S16C43766_25	NZ_CP025144.1_140	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP018956.1_212	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP016381.1_109	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP025147.1_146	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP025141.1_140	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP021835.1_199	0.35	179	115	0	4	182	7	184	2.00E-25	105
S16C43766_25	NZ_CP021835.1_202	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP018956.1_209	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP027149.1_9	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP025144.1_143	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP025147.1_149	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP025141.1_143	0.356	175	111	0	2	176	3	175	1.46E-25	105
S16C43766_25	NZ_CP022660.1_139	0.359	175	110	0	2	176	3	175	5.74E-26	106
S16C43766_25	NC_031129.1_61	0.369	173	108	0	4	176	7	178	6.45E-27	109
S16C43766_25	NC_016838.1_31	0.369	173	108	0	4	176	7	178	6.45E-27	109
S16C43766_25	NZ_CP034821.1_132	0.378	169	104	0	8	176	1	168	2.53E-27	110
S16C43766_25	NC_031129.1_37	0.378	169	104	0	8	176	1	168	2.53E-27	110
S16C43766_25	NZ_CP016381.1_154	0.372	173	107	0	4	176	5	176	2.53E-27	110
S16C43766_25	NZ_CP023977.1_60	0.458	130	70	0	4	133	28	157	2.53E-27	110
S16C43766_25	NC_012961.1_18	0.368	179	108	0	1	172	1	179	5.30E-28	112
S16C43766_25	NC_021325.1_49	0.366	182	114	0	1	182	1	181	2.08E-28	113
S16C43766_25	NZ_CP016454.1_1	0.503	120	59	0	1	119	1	120	5.94E-29	115
S16C43766_25	NC_019709.1_25	0.381	176	108	0	1	176	1	175	2.33E-29	116
S16C43766_25	NZ_CP020749.1_46	0.368	186	116	0	2	185	3	188	1.70E-29	117
S16C43766_25	NZ_CP013792.1_98	0.376	181	112	0	2	182	3	182	1.24E-29	117
S16C43766_25	NZ_CP013797.1_91	0.376	181	112	0	2	182	3	182	1.24E-29	117
S16C43766_25	NZ_CP013820.1_95	0.376	181	112	0	2	182	3	182	1.24E-29	117
S16C43766_25	NZ_CP013815.1_95	0.376	181	112	0	2	182	3	182	1.24E-29	117
S16C43766_25	NZ_CP016454.1_3	0.364	193	120	0	2	191	5	197	2.60E-30	119
S16C43766_25	NZ_CP024829.1_12	0.384	179	109	0	1	179	1	178	1.90E-30	119
S16C43766_25	NZ_CP009073.1_15	0.386	179	109	0	1	179	1	178	1.02E-30	120
S16C43766_25	NZ_CP023368.1_71	0.39	179	108	0	1	179	1	178	2.91E-31	122
S16C43766_25	NZ_CP028125.1_64	0.388	181	106	0	2	176	4	184	2.13E-31	122
S16C43766_25	NZ_CP011399.1_61	0.392	180	108	0	4	182	9	188	8.32E-32	123
S16C43766_25	NZ_CP010386.1_86	0.388	183	107	0	1	176	1	183	6.08E-32	124
S16C43766_25	NZ_CP031644.1_2	0.386	186	112	0	2	185	3	188	3.25E-32	124
S16C43766_25	NZ_CP012491.1_1	0.512	129	62	0	1	129	1	129	9.28E-33	126
S16C43766_25	NZ_CP029117.1_12	0.504	132	65	0	8	139	4	135	6.79E-33	126
S16C43766_25	NZ_CP020749.1_68	0.395	183	110	0	1	182	1	183	6.79E-33	126
S16C43766_25	NZ_CP016597.1_52	0.391	186	111	0	2	185	3	188	4.96E-33	127
S16C43766_25	NZ_CP010109.1_26	0.391	186	111	0	2	185	3	188	4.96E-33	127
S16C43766_25	NC_011971.1_44	0.41	176	103	0	1	176	1	175	1.94E-33	128
S16C43766_25	NZ_CP014852.1_90	0.411	176	102	0	1	176	1	175	1.42E-33	128
S16C43766_25	NC_042128.1_38	0.504	135	66	0	1	135	1	135	7.57E-34	129
S16C43766_25	NZ_CP011867.1_12	0.425	175	99	0	2	176	3	176	2.41E-35	134
S16C43766_25	NZ_CP015997.1_1	0.447	166	91	0	1	166	1	165	5.02E-36	136
S16C43766_25	NZ_CP014852.1_101	0.417	182	105	0	1	182	1	181	5.02E-36	136
S16C43766_25	NZ_CP022660.1_144	0.475	155	81	0	1	155	11	165	1.43E-36	137
S16C43766_25	NZ_CP026821.1_12	0.432	176	99	0	1	176	1	175	1.43E-36	137
S16C43766_25	NZ_CP026808.1_68	0.432	176	99	0	1	176	1	175	1.43E-36	137
S16C43766_25	NZ_CP026816.1_67	0.432	176	99	0	1	176	1	175	1.43E-36	137
S16C43766_25	NZ_CP026818.1_96	0.432	176	99	0	1	176	1	175	1.43E-36	137
S16C43766_25	NZ_CP012732.1_10	0.498	146	73	0	1	146	1	146	1.05E-36	138
S16C43766_25	NZ_CP019203.1_104	0.432	176	99	0	1	176	1	175	1.05E-36	138
S16C43766_25	NZ_CP034164.1_102	0.433	176	99	0	1	176	1	175	7.64E-37	138
S16C43766_25	NZ_CP014707.1_46	0.478	155	80	0	1	155	1	155	5.58E-37	138
S16C43766_25	NZ_CP016549.1_27	0.435	176	98	0	1	176	1	175	4.08E-37	139
S16C43766_25	NZ_CP016549.1_113	0.435	176	98	0	1	176	1	175	4.08E-37	139
S16C43766_25	NZ_CP034790.1_13	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP028198.1_95	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP028194.1_14	0.48	155	80	0	1	155	1	155	2.98E-37	139
S16C43766_25	NZ_CP030784.2_80	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP025147.1_29	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP025141.1_23	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP018956.1_3	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP021835.1_146	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP025144.1_22	0.436	176	98	0	1	176	1	175	2.98E-37	139
S16C43766_25	NZ_CP030188.1_30	0.437	176	98	0	1	176	1	175	2.18E-37	139
S16C43766_25	NZ_CP023732.1_107	0.437	176	98	0	1	176	1	175	2.18E-37	139
S16C43766_25	NZ_CP011430.1_81	0.437	176	98	0	1	176	1	175	2.18E-37	139
S16C43766_25	NZ_CP034163.1_46	0.437	176	98	0	1	176	1	175	2.18E-37	139
S16C43766_25	NZ_AP015032.1_39	0.423	184	104	0	1	181	1	184	2.18E-37	139
S16C43766_25	NZ_CP009051.1_24	0.438	176	98	0	1	176	1	175	1.59E-37	140
S16C43766_25	NC_005856.1_28	0.438	176	98	0	1	176	1	175	1.59E-37	140
S16C43766_25	NZ_CP019054.1_109	0.438	176	98	0	1	176	1	175	1.59E-37	140
S16C43766_25	NZ_CP030183.1_30	0.438	176	98	0	1	176	1	175	1.59E-37	140
S16C43766_25	NZ_LN890526.1_34	0.439	176	98	0	1	176	1	175	1.16E-37	140
S16C43766_25	NZ_CP032875.1_116	0.48	157	81	0	1	157	1	157	8.49E-38	141
S16C43766_25	NZ_CP022228.3_43	0.48	157	81	0	1	157	1	157	8.49E-38	141
S16C43766_25	NZ_CP028585.2_26	0.48	157	81	0	1	157	1	157	8.49E-38	141
S16C43766_25	NZ_CP027382.1_10	0.441	176	97	0	1	176	1	175	6.20E-38	141
S16C43766_25	NZ_AP018804.1_95	0.441	176	97	0	1	176	1	175	6.20E-38	141
S16C43766_25	NZ_CP019891.1_6	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP027605.1_25	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP032183.1_122	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP021897.1_19	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP010386.1_96	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP011616.1_71	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP021203.1_23	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP038506.1_57	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP019188.1_6	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP009168.1_32	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP023961.1_8	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_LR130557.1_33	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP026725.1_34	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP033882.1_91	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NC_017653.1_31	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP035313.1_8	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP015837.1_106	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_LT905089.1_14	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP022733.1_27	0.445	176	97	0	1	176	1	175	1.77E-38	143
S16C43766_25	NZ_CP015088.1_34	0.447	176	96	0	1	176	1	175	9.44E-39	143
S16C43766_25	NZ_CP016454.1_25	0.448	176	97	0	1	176	1	176	6.89E-39	144
S16C43766_25	NC_015273.1_6	0.413	196	114	0	1	195	17	212	6.89E-39	144
S16C43766_25	NZ_CP010173.1_12	0.45	176	96	0	1	176	1	175	3.68E-39	145
S16C43766_25	NZ_CP024817.1_66	0.45	176	96	0	1	176	1	175	2.69E-39	145
