name	taxonomy_id	taxonomy_lvl	FMD_002_num	FMD_002_frac	FMD_003_num	FMD_003_frac	FMD_004_num	FMD_004_frac	FMD_006_num	FMD_006_frac	FMD_007_num	FMD_007_frac	FMD_008_num	FMD_008_frac	FMD_009_num	FMD_009_frac	FMD_012_num	FMD_012_frac	FMD_013_num	FMD_013_frac	FMD_014_num	FMD_014_frac	FMD_015_num	FMD_015_frac	FMD_017_num	FMD_017_frac	FMD_021_num	FMD_021_frac	FMD_023_num	FMD_023_frac	FMD_024_num	FMD_024_frac	FMD_025_num	FMD_025_frac	FMD_026_num	FMD_026_frac	FMD_027_num	FMD_027_frac	FMD_028_num	FMD_028_frac	FMD_029_num	FMD_029_frac	FMD_032_num	FMD_032_frac	FMD_033_num	FMD_033_frac	FMD_034_num	FMD_034_frac	FMD_035_num	FMD_035_frac	FMD_037_num	FMD_037_frac	FMD_038_num	FMD_038_frac	FMD_039_040_num	FMD_039_040_frac	FMD_043_044_num	FMD_043_044_frac	FMD_050_num	FMD_050_frac	FMD_051_num	FMD_051_frac	FMD_052_num	FMD_052_frac	FMD_058_num	FMD_058_frac	FMD_059_num	FMD_059_frac	NC1_num	NC1_frac	NC2_num	NC2_frac	NC3_num	NC3_frac	NC4_num	NC4_frac
Legionella hackeliae	449	S	0	0.00000	40	0.00000	29	0.00001	27	0.00000	16	0.00000	20	0.00000	53	0.00000	31	0.00000	0	0.00000	0	0.00000	59	0.00001	0	0.00000	17	0.00001	0	0.00000	36	0.00001	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00001	19	0.00001	0	0.00000	21	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	22	0.00001	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pirellulimonas nuda	2528009	S	100	0.00003	437	0.00003	153	0.00004	447	0.00004	161	0.00003	488	0.00004	368	0.00003	429	0.00005	47	0.00004	19	0.00001	769	0.00007	22	0.00004	95	0.00004	29	0.00010	363	0.00006	306	0.00002	0	0.00000	34	0.00002	17	0.00002	47	0.00003	22	0.00003	24	0.00002	220	0.00003	87	0.00003	70	0.00003	199	0.00002	172	0.00003	61	0.00003	64	0.00002	50	0.00003	44	0.00003	92	0.00003	73	0.00004	33	0.00001	0	0.00000	0	0.00000	0	0.00000
Natronorubrum bangense	61858	S	33	0.00001	118	0.00001	29	0.00001	54	0.00000	25	0.00000	195	0.00002	114	0.00001	150	0.00002	28	0.00003	0	0.00000	67	0.00001	0	0.00000	37	0.00002	0	0.00000	905	0.00014	77	0.00000	113	0.00066	18	0.00001	18	0.00003	128	0.00008	11	0.00001	0	0.00000	290	0.00004	23	0.00001	0	0.00000	38	0.00000	105	0.00002	12	0.00001	40	0.00001	46	0.00003	32	0.00002	43	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudoalteromonas espejiana	28107	S	0	0.00000	34	0.00000	20	0.00001	13	0.00000	13	0.00000	27	0.00000	29	0.00000	16	0.00000	0	0.00000	0	0.00000	41	0.00000	0	0.00000	21	0.00001	0	0.00000	27	0.00000	66	0.00000	0	0.00000	65	0.00004	21	0.00003	0	0.00000	96	0.00013	0	0.00000	59	0.00001	36	0.00001	11	0.00001	36	0.00000	20	0.00000	0	0.00000	14	0.00000	0	0.00000	33	0.00002	54	0.00002	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haliangium ochraceum	80816	S	202	0.00006	922	0.00007	269	0.00007	898	0.00008	258	0.00005	874	0.00007	792	0.00006	909	0.00011	91	0.00008	19	0.00001	796	0.00007	38	0.00007	184	0.00008	63	0.00021	657	0.00010	733	0.00004	0	0.00000	103	0.00007	53	0.00008	112	0.00007	96	0.00013	91	0.00006	559	0.00007	237	0.00008	161	0.00008	431	0.00005	456	0.00008	147	0.00007	128	0.00005	151	0.00009	153	0.00010	393	0.00013	163	0.00009	65	0.00001	14	0.00001	21	0.00007	0	0.00000
Aureimonas populi	1701758	S	253	0.00007	1200	0.00009	441	0.00011	1734	0.00015	475	0.00009	2291	0.00018	1181	0.00010	870	0.00011	91	0.00008	59	0.00004	1739	0.00016	62	0.00011	245	0.00010	20	0.00007	741	0.00011	1607	0.00009	13	0.00008	64	0.00004	66	0.00009	117	0.00007	62	0.00008	37	0.00003	631	0.00008	260	0.00009	210	0.00010	792	0.00010	542	0.00010	128	0.00006	210	0.00007	159	0.00009	142	0.00009	315	0.00010	96	0.00006	124	0.00003	11	0.00001	0	0.00000	10	0.00014
Shewanella marisflavi	260364	S	0	0.00000	45	0.00000	33	0.00001	30	0.00000	0	0.00000	23	0.00000	39	0.00000	29	0.00000	0	0.00000	0	0.00000	86	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00000	41	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	10	0.00000	0	0.00000	17	0.00000	22	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. R2-60-08W	1173280	S	0	0.00000	88	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	192	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micrococcus sp. 28	161213	S	604	0.00018	609	0.00005	800	0.00020	428	0.00004	911	0.00017	6504	0.00050	1566	0.00013	486	0.00006	101	0.00009	1078	0.00076	1258	0.00012	0	0.00000	521	0.00022	0	0.00000	429	0.00007	1365	0.00008	0	0.00000	96	0.00006	23	0.00003	0	0.00000	24	0.00003	0	0.00000	719	0.00009	574	0.00020	210	0.00010	1577	0.00020	1042	0.00019	216	0.00011	998	0.00035	93	0.00006	104	0.00007	457	0.00015	201	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wolbachia endosymbiont of Wiebesia pumilae	2742717	S	0	0.00000	0	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	155	0.00010	0	0.00000	1010	0.00070	0	0.00000	90	0.00003	0	0.00000	326	0.00004	0	0.00000	0	0.00000	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agrobacterium sp. MA01	2664893	S	88	0.00003	483	0.00004	181	0.00005	389	0.00003	169	0.00003	581	0.00004	3407	0.00027	616	0.00008	34	0.00003	0	0.00000	7762	0.00071	0	0.00000	85	0.00004	41	0.00014	237	0.00004	389	0.00002	0	0.00000	32	0.00002	0	0.00000	34	0.00002	63	0.00008	0	0.00000	201	0.00003	98	0.00003	44	0.00002	172	0.00002	125	0.00002	71	0.00003	85	0.00003	98	0.00006	97	0.00006	225	0.00007	28	0.00002	95	0.00002	0	0.00000	0	0.00000	0	0.00000
Halorubrum sp. CBA1229	1853699	S	57	0.00002	185	0.00001	51	0.00001	145	0.00001	67	0.00001	303	0.00002	149	0.00001	219	0.00003	13	0.00001	0	0.00000	157	0.00001	32	0.00006	35	0.00001	0	0.00000	550	0.00008	176	0.00001	65	0.00038	0	0.00000	17	0.00002	78	0.00005	0	0.00000	11	0.00001	264	0.00003	36	0.00001	25	0.00001	85	0.00001	142	0.00003	18	0.00001	25	0.00001	56	0.00003	39	0.00002	104	0.00003	38	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter chengduensis	2494701	S	95	0.00003	95	0.00001	43	0.00001	2306	0.00020	36	0.00001	50	0.00000	54	0.00000	151	0.00002	26	0.00002	40	0.00003	93	0.00001	39	0.00007	43	0.00002	38	0.00013	60	0.00001	117	0.00001	27	0.00016	14	0.00001	14	0.00002	15	0.00001	0	0.00000	16	0.00001	165	0.00002	45	0.00002	34	0.00002	81	0.00001	104	0.00002	0	0.00000	19	0.00001	21	0.00001	15	0.00001	28	0.00001	0	0.00000	480	0.00010	52	0.00004	0	0.00000	0	0.00000
Chryseobacterium camelliae	1265445	S	149	0.00004	789	0.00006	110	0.00003	608	0.00005	171	0.00003	322	0.00002	908	0.00007	171	0.00002	56	0.00005	15	0.00001	236	0.00002	49	0.00009	123	0.00005	0	0.00000	261	0.00004	693	0.00004	0	0.00000	82	0.00006	192	0.00028	46	0.00003	32	0.00004	45	0.00003	521	0.00007	115	0.00004	112	0.00005	271	0.00003	220	0.00004	132	0.00006	167	0.00006	64	0.00004	132	0.00008	107	0.00003	259	0.00015	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Arachidicoccus ginsenosidivorans	496057	S	22	0.00001	104	0.00001	59	0.00001	58	0.00000	40	0.00001	112	0.00001	110	0.00001	280	0.00003	82	0.00008	0	0.00000	59	0.00001	15	0.00003	11	0.00000	51	0.00017	111	0.00002	73	0.00000	0	0.00000	40	0.00003	20	0.00003	16	0.00001	125	0.00017	15	0.00001	89	0.00001	1218	0.00043	12	0.00001	41	0.00001	45	0.00001	12	0.00001	31	0.00001	0	0.00000	23	0.00001	46	0.00001	43	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erysipelothrix piscisicarius	2485784	S	0	0.00000	16	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia sp. Msb3	2604047	S	23	0.00001	198	0.00002	58	0.00001	246	0.00002	87	0.00002	254	0.00002	249	0.00002	184	0.00002	0	0.00000	0	0.00000	198	0.00002	0	0.00000	52	0.00002	0	0.00000	132	0.00002	146	0.00001	0	0.00000	20	0.00001	0	0.00000	80	0.00005	0	0.00000	52	0.00004	130	0.00002	115	0.00004	50	0.00002	65	0.00001	105	0.00002	19	0.00001	25	0.00001	34	0.00002	0	0.00000	116	0.00004	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage phiL47	1412875	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Martelella endophytica	1486262	S	115	0.00003	510	0.00004	170	0.00004	691	0.00006	166	0.00003	1012	0.00008	478	0.00004	382	0.00005	38	0.00003	25	0.00002	793	0.00007	45	0.00008	102	0.00004	36	0.00012	268	0.00004	633	0.00004	0	0.00000	47	0.00003	24	0.00003	49	0.00003	46	0.00006	15	0.00001	268	0.00004	94	0.00003	85	0.00004	260	0.00003	232	0.00004	52	0.00003	98	0.00003	101	0.00006	71	0.00005	146	0.00005	62	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodoluna lacicola	529884	S	17	0.00000	82	0.00001	10	0.00000	55	0.00000	0	0.00000	50	0.00000	43	0.00000	22	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	77	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00001	0	0.00000	0	0.00000	24	0.00000	35	0.00001	0	0.00000	0	0.00000	11	0.00001	0	0.00000	17	0.00001	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kosakonia sacchari	1158459	S	70	0.00002	118	0.00001	66	0.00002	52	0.00000	57	0.00001	129	0.00001	60	0.00000	85	0.00001	0	0.00000	0	0.00000	96	0.00001	0	0.00000	20	0.00001	0	0.00000	34	0.00001	86	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00003	0	0.00000	158	0.00002	32	0.00001	0	0.00000	36	0.00000	85	0.00002	17	0.00001	31	0.00001	18	0.00001	52	0.00003	23	0.00001	20	0.00001	135	0.00003	24	0.00002	0	0.00000	0	0.00000
Clostridium sp. MF28	1702238	S	0	0.00000	72	0.00001	129	0.00003	192	0.00002	47	0.00001	111	0.00001	184	0.00001	95	0.00001	0	0.00000	0	0.00000	55	0.00001	0	0.00000	0	0.00000	0	0.00000	338	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00001	55	0.00002	0	0.00000	128	0.00002	96	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polynucleobacter necessarius	576610	S	32	0.00001	167	0.00001	101	0.00003	165	0.00001	39	0.00001	109	0.00001	151	0.00001	104	0.00001	15	0.00001	0	0.00000	92	0.00001	17	0.00003	21	0.00001	0	0.00000	107	0.00002	110	0.00001	0	0.00000	69	0.00005	23	0.00003	11	0.00001	27	0.00004	33	0.00002	111	0.00001	23	0.00001	17	0.00001	53	0.00001	34	0.00001	28	0.00001	138	0.00005	38	0.00002	39	0.00002	34	0.00001	34	0.00002	45	0.00001	0	0.00000	0	0.00000	0	0.00000
Shewanella loihica	359303	S	15	0.00000	73	0.00001	22	0.00001	40	0.00000	28	0.00001	80	0.00001	72	0.00001	64	0.00001	0	0.00000	0	0.00000	108	0.00001	0	0.00000	12	0.00001	0	0.00000	35	0.00001	87	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	20	0.00001	16	0.00001	24	0.00000	29	0.00001	0	0.00000	12	0.00000	12	0.00001	19	0.00001	31	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00004	0	0.00000
Staphylococcus saccharolyticus	33028	S	1134	0.00033	598	0.00005	2151	0.00054	3520	0.00030	138	0.00003	3978	0.00031	2503	0.00020	401	0.00005	154	0.00014	35	0.00002	257	0.00002	39	0.00007	67	0.00003	84	0.00028	450	0.00007	1047	0.00006	22	0.00013	58	0.00004	28	0.00004	64	0.00004	0	0.00000	52	0.00004	4045	0.00053	1094	0.00039	990	0.00047	387	0.00005	2235	0.00040	154	0.00007	2886	0.00102	61	0.00004	1207	0.00077	345	0.00011	135	0.00008	332	0.00007	25	0.00002	30	0.00010	12	0.00017
Laribacter hongkongensis	168471	S	66	0.00002	334	0.00003	58	0.00001	266	0.00002	121	0.00002	339	0.00003	228	0.00002	199	0.00002	27	0.00002	0	0.00000	269	0.00002	0	0.00000	60	0.00003	0	0.00000	178	0.00003	212	0.00001	0	0.00000	49	0.00003	0	0.00000	31	0.00002	36	0.00005	25	0.00002	134	0.00002	36	0.00001	65	0.00003	78	0.00001	86	0.00002	104	0.00005	51	0.00002	73	0.00004	39	0.00002	74	0.00002	35	0.00002	56	0.00001	0	0.00000	16	0.00005	47	0.00065
Calothrix sp. NIES-4071	2005469	S	0	0.00000	5019	0.00038	0	0.00000	2357	0.00020	0	0.00000	6137	0.00047	13077	0.00106	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15632	0.00239	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	9309	0.00122	0	0.00000	0	0.00000	10220	0.00128	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jinshanibacter zhutongyuii	2498113	S	0	0.00000	32	0.00000	17	0.00000	22	0.00000	0	0.00000	23	0.00000	33	0.00000	26	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	11	0.00000	0	0.00000	20	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyrobaculum neutrophilum	70771	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	40	0.00013	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00008	0	0.00000	12	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus paranthracis	2026186	S	351	0.00010	485	0.00004	500	0.00013	535	0.00005	507	0.00009	893	0.00007	528	0.00004	1069	0.00013	247	0.00023	0	0.00000	969	0.00009	0	0.00000	217	0.00009	0	0.00000	2351	0.00036	200	0.00001	0	0.00000	92	0.00006	249	0.00036	90	0.00006	0	0.00000	172	0.00012	501	0.00007	540	0.00019	400	0.00019	1447	0.00018	1260	0.00022	457	0.00022	218	0.00008	265	0.00016	106	0.00007	134	0.00004	100	0.00006	37	0.00001	68	0.00005	0	0.00000	0	0.00000
Streptomyces roseochromogenus	285450	S	127	0.00004	611	0.00005	169	0.00004	549	0.00005	217	0.00004	590	0.00005	520	0.00004	763	0.00009	56	0.00005	15	0.00001	479	0.00004	18	0.00003	96	0.00004	14	0.00005	379	0.00006	627	0.00004	0	0.00000	56	0.00004	38	0.00005	96	0.00006	22	0.00003	57	0.00004	403	0.00005	284	0.00010	88	0.00004	198	0.00002	322	0.00006	59	0.00003	70	0.00002	122	0.00007	65	0.00004	592	0.00019	95	0.00006	42	0.00001	0	0.00000	0	0.00000	0	0.00000
Stenotrophomonas sp. LM091	1904944	S	156	0.00005	1218	0.00009	585	0.00015	1100	0.00009	3420	0.00064	1431	0.00011	1644	0.00013	1220	0.00015	77	0.00007	28	0.00002	2338	0.00021	86	0.00015	171	0.00007	16	0.00005	511	0.00008	758	0.00004	0	0.00000	21	0.00001	32	0.00005	383	0.00024	35	0.00005	28	0.00002	1356	0.00018	142	0.00005	111	0.00005	291	0.00004	418	0.00007	81	0.00004	530	0.00019	132	0.00008	86	0.00005	343	0.00011	77	0.00004	32	0.00001	22	0.00002	75	0.00025	0	0.00000
Bacillus sp. N3536	2666127	S	0	0.00000	29	0.00000	20	0.00001	30	0.00000	0	0.00000	31	0.00000	32	0.00000	41	0.00001	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	128	0.00002	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	27	0.00000	17	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Synechococcus sp. JA-3-3Ab	321327	S	21	0.00001	62	0.00000	28	0.00001	61	0.00001	27	0.00001	72	0.00001	72	0.00001	43	0.00001	0	0.00000	0	0.00000	69	0.00001	0	0.00000	14	0.00001	0	0.00000	71	0.00001	48	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00001	38	0.00000	29	0.00001	0	0.00000	47	0.00001	27	0.00000	17	0.00001	0	0.00000	15	0.00001	0	0.00000	14	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter canadensis	449520	S	0	0.00000	37	0.00000	20	0.00001	12	0.00000	0	0.00000	34	0.00000	40	0.00000	21	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00002	0	0.00000	18	0.00000	12	0.00000	0	0.00000	35	0.00000	23	0.00000	14	0.00001	20	0.00001	0	0.00000	18	0.00001	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenarthrobacter aurescens	43663	S	123	0.00004	527	0.00004	128	0.00003	315	0.00003	191	0.00004	1054	0.00008	378	0.00003	476	0.00006	47	0.00004	27	0.00002	1456	0.00013	0	0.00000	76	0.00003	0	0.00000	257	0.00004	628	0.00004	0	0.00000	0	0.00000	0	0.00000	40	0.00002	0	0.00000	0	0.00000	299	0.00004	58	0.00002	53	0.00002	141	0.00002	277	0.00005	40	0.00002	29	0.00001	266	0.00016	53	0.00003	1159	0.00037	91	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795	S	0	0.00000	0	0.00000	64	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas daechungensis	1176646	S	296	0.00009	1713	0.00013	487	0.00012	1570	0.00013	415	0.00008	1537	0.00012	1603	0.00013	931	0.00011	120	0.00011	35	0.00002	740	0.00007	17	0.00003	222	0.00009	0	0.00000	1420	0.00022	944	0.00005	0	0.00000	72	0.00005	34	0.00005	53	0.00003	42	0.00006	44	0.00003	993	0.00013	236	0.00008	220	0.00010	548	0.00007	750	0.00013	240	0.00012	134	0.00005	117	0.00007	125	0.00008	250	0.00008	77	0.00004	19	0.00000	16	0.00001	32	0.00011	0	0.00000
Candidatus Nitrosocosmicus franklandus	1798806	S	15	0.00000	139	0.00001	55	0.00001	74	0.00001	47	0.00001	128	0.00001	151	0.00001	59	0.00001	0	0.00000	0	0.00000	34	0.00000	0	0.00000	25	0.00001	0	0.00000	105	0.00002	28	0.00000	0	0.00000	23	0.00002	13	0.00002	28	0.00002	12	0.00002	16	0.00001	73	0.00001	22	0.00001	11	0.00001	92	0.00001	43	0.00001	38	0.00002	13	0.00000	54	0.00003	16	0.00001	36	0.00001	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia fonticola	47917	S	92	0.00003	348	0.00003	315	0.00008	119	0.00001	27	0.00001	191	0.00001	137	0.00001	298	0.00004	153	0.00014	0	0.00000	202	0.00002	21	0.00004	47	0.00002	52	0.00017	76	0.00001	172	0.00001	0	0.00000	124	0.00008	26	0.00004	17	0.00001	164	0.00022	17	0.00001	215	0.00003	130	0.00005	61	0.00003	96	0.00001	301	0.00005	42	0.00002	173	0.00006	17	0.00001	64	0.00004	84	0.00003	48	0.00003	33	0.00001	0	0.00000	0	0.00000	0	0.00000
Methanofollis liminatans	2201	S	0	0.00000	45	0.00000	20	0.00001	55	0.00000	16	0.00000	57	0.00000	43	0.00000	41	0.00001	0	0.00000	0	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001	28	0.00000	0	0.00000	13	0.00001	0	0.00000	13	0.00001	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	19	0.00000	15	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	15	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Neisseria sp. ZJ785	2709396	S	27	0.00001	94	0.00001	16	0.00000	64	0.00001	37	0.00001	148	0.00001	137	0.00001	0	0.00000	12	0.00001	0	0.00000	29	0.00000	0	0.00000	0	0.00000	13	0.00004	78	0.00001	245	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00001	11	0.00000	0	0.00000	17	0.00000	45	0.00001	0	0.00000	13	0.00000	0	0.00000	23	0.00001	21	0.00001	26	0.00002	0	0.00000	0	0.00000	16	0.00005	0	0.00000
Microbacterium hominis	162426	S	2047	0.00059	46970	0.00359	1330	0.00033	7584	0.00065	3305	0.00062	12566	0.00097	10965	0.00088	10762	0.00132	353	0.00032	221	0.00016	4983	0.00046	465	0.00084	661	0.00028	61	0.00020	3401	0.00052	4753	0.00027	163	0.00095	284	0.00019	162	0.00023	429	0.00027	172	0.00023	269	0.00019	4129	0.00054	1405	0.00050	1194	0.00056	2048	0.00026	5337	0.00095	631	0.00031	336	0.00012	489	0.00029	397	0.00025	1893	0.00060	1268	0.00074	263	0.00005	13	0.00001	132	0.00044	0	0.00000
Methylacidiphilum kamchatkense	431057	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bdellovibrio sp. NC01	2220073	S	14	0.00000	120	0.00001	35	0.00001	105	0.00001	147	0.00003	187	0.00001	121	0.00001	58	0.00001	0	0.00000	0	0.00000	117	0.00001	0	0.00000	14	0.00001	0	0.00000	20	0.00000	37	0.00000	0	0.00000	25	0.00002	14	0.00002	10	0.00001	0	0.00000	0	0.00000	103	0.00001	24	0.00001	14	0.00001	30	0.00000	36	0.00001	26	0.00001	55	0.00002	0	0.00000	23	0.00001	18	0.00001	34	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter guillouiae	106649	S	47	0.00001	652	0.00005	79	0.00002	111	0.00001	309	0.00006	213	0.00002	382	0.00003	564	0.00007	26	0.00002	19	0.00001	376	0.00003	12	0.00002	41	0.00002	0	0.00000	259	0.00004	466	0.00003	0	0.00000	16	0.00001	29	0.00004	94	0.00006	19	0.00003	11	0.00001	598	0.00008	124	0.00004	27	0.00001	179	0.00002	179	0.00003	58	0.00003	529	0.00019	48	0.00003	27	0.00002	65	0.00002	54	0.00003	86	0.00002	46	0.00004	64	0.00021	20	0.00028
Staphylococcus pettenkoferi	170573	S	299	0.00009	11784	0.00090	2966	0.00074	11111	0.00095	5425	0.00101	5382	0.00042	2650	0.00021	51615	0.00632	1395	0.00128	4003	0.00283	5851	0.00054	311	0.00056	9117	0.00388	118	0.00039	1624	0.00025	41482	0.00239	0	0.00000	2147	0.00144	1253	0.00180	9205	0.00569	398	0.00053	591	0.00041	16246	0.00214	927	0.00033	32201	0.01513	41056	0.00514	974	0.00017	1573	0.00077	4235	0.00149	376	0.00022	425	0.00027	551	0.00018	3787	0.00220	588	0.00012	71	0.00006	60	0.00020	0	0.00000
