,name,freq,prev,p.freq,p.prev,p,contaminant
641107,Clostridium_sp._DL-VIII,4.96E-05,34,NA,0.986743887,0.986743887,FALSE
35841,Caldibacillus_thermoamylovorans,3.22E-05,32,NA,0.997501703,0.997501703,FALSE
1982288,Propionibacterium_virus_PHL116M00,8.88E-07,8,NA,0.820190779,0.820190779,FALSE
349221,Micavibrio_aeruginosavorus,3.58E-05,30,NA,0.991520933,0.991520933,FALSE
1325100,Bradyrhizobium_sp._CCBAU_51753,8.67E-05,35,NA,0.995495495,0.995495495,FALSE
1054033,Arcobacter_venerupis,1.10E-05,28,NA,0.999046105,0.999046105,FALSE
2184083,Thauera_hydrothermalis,1.37E-05,27,NA,0.972291619,0.972291619,FALSE
1290,Staphylococcus_hominis,0.011933261,37,NA,0.5,0.5,FALSE
1395624,Francisella_sp._LA112445,1.90E-06,17,NA,0.963320463,0.963320463,FALSE
45634,Streptococcus_cristatus,0.00037645,35,NA,0.891891892,0.891891892,FALSE
2055,Gordonia_terrae,0.003438794,36,NA,0.945945946,0.945945946,FALSE
948,Anaplasma_phagocytophilum,2.58E-06,9,NA,0.844992051,0.844992051,FALSE
2493672,Mesorhizobium_sp._M1E.F.Ca.ET.045.02.1.1,5.39E-05,32,NA,0.997501703,0.997501703,FALSE
2597659,Gordonia_sp._HY186,8.84E-05,33,NA,0.99898554,0.99898554,FALSE
168169,Candidatus_Ishikawaella_capsulata,2.52E-05,18,NA,0.970656371,0.970656371,FALSE
10640,Carnation_etched_ring_virus,1.02E-07,1,NA,NA,NA,FALSE
1977865,Candidatus_Pelagibacter_sp._RS40,5.84E-06,26,NA,0.962525551,0.962525551,FALSE
199591,Brevibacterium_luteolum,0.001716572,36,NA,0.945945946,0.945945946,FALSE
1884634,Candidatus_Nanopelagicus_limnes,5.37E-07,6,NA,0.761791203,0.761791203,FALSE
363852,Pedobacter_ginsengisoli,7.78E-06,24,NA,0.937209478,0.937209478,FALSE
1173586,Shewanella_litorisediminis,1.94E-06,18,NA,0.970656371,0.970656371,FALSE
2814653,Caballeronia_sp._M1242,3.00E-05,30,NA,0.991520933,0.991520933,FALSE
333966,Saccharopolyspora_pogona,0.000379776,34,NA,0.838095238,0.838095238,FALSE
2768066,Streptomyces_sp._CRXT-G-22,7.90E-05,34,NA,0.986743887,0.986743887,FALSE
552810,Dehalogenimonas_lykanthroporepellens,3.09E-06,19,NA,0.836293436,0.836293436,FALSE
94624,Bordetella_petrii,6.74E-05,34,NA,0.986743887,0.986743887,FALSE
2675797,Enterobacteriaceae_endosymbiont_of_Plateumaris_sericea,2.36E-06,8,NA,0.820190779,0.820190779,FALSE
1335746,Spiribacter_salinus,3.12E-06,19,NA,0.976833977,0.976833977,FALSE
56454,Xanthomonas_hortorum,4.98E-05,33,NA,0.99898554,0.99898554,FALSE
2761580,Croceimicrobium_hydrocarbonivorans,1.69E-06,16,NA,0.954689984,0.954689984,FALSE
1853278,Neisseria_chenwenguii,5.74E-06,21,NA,0.986221516,0.986221516,FALSE
282217,Variovorax_sp._SRS16,0.000126097,35,NA,0.995495495,0.995495495,FALSE
32002,Achromobacter_denitrificans,0.0001157,37,NA,0.5,0.5,FALSE
2734031,Escherichia_virus_NBD2,4.80E-08,1,NA,NA,NA,FALSE
995,Solitalea_canadensis,3.89E-06,22,NA,0.989666137,0.989666137,FALSE
271065,Methylotuvimicrobium_alcaliphilum,1.01E-06,13,NA,0.639912181,0.639912181,FALSE
2201271,Pedobacter_sp._eg,7.29E-06,27,NA,0.998410175,0.998410175,FALSE
2742135,Kitasatospora_sp._NA04385,8.29E-05,33,NA,0.99898554,0.99898554,FALSE
76731,Roseateles_depolymerans,6.78E-05,35,NA,0.995495495,0.995495495,FALSE
320778,Photobacterium_ganghwense,1.26E-05,27,NA,0.998410175,0.998410175,FALSE
946333,Rhizobacter_gummiphilus,0.000129018,35,NA,0.995495495,0.995495495,FALSE
2110,Mycoplasma_agalactiae,1.17E-06,13,NA,0.919554849,0.919554849,FALSE
1758730,Pseudomonas_sp._BIOMIG1BAC,1.90E-05,22,NA,0.989666137,0.989666137,FALSE
2183896,Flavobacterium_crocinum,2.69E-05,29,NA,0.986645469,0.986645469,FALSE
407020,Sphingobium_sp._MI1205,7.77E-05,32,NA,0.997501703,0.997501703,FALSE
406552,Natrinema_sp._J7-2,1.82E-05,29,NA,0.986645469,0.986645469,FALSE
1839799,Streptococcus_sp._FDAARGOS_192,5.00E-05,30,NA,0.991520933,0.991520933,FALSE
1653831,Blattabacterium_cuenoti,0.000125417,35,NA,0.995495495,0.995495495,FALSE
152268,Metabacillus_litoralis,2.85E-05,32,NA,0.997501703,0.997501703,FALSE
1501269,Prochlorococcus_sp._MIT_0801,1.02E-06,8,NA,0.820190779,0.820190779,FALSE
35755,Corynebacterium_kutscheri,5.03E-06,24,NA,0.994587024,0.994587024,FALSE
248026,Cupriavidus_pinatubonensis,4.84E-05,32,NA,0.997501703,0.997501703,FALSE
2511069,Synechococcus_sp._RSCCF101,9.21E-06,25,NA,0.996252555,0.996252555,FALSE
2697565,Brevibacterium_sp._o2,0.000133706,33,NA,0.99898554,0.99898554,FALSE
863372,Herbaspirillum_huttiense,5.00E-05,34,NA,0.838095238,0.838095238,FALSE
1081866,Halomonas_socia,3.21E-05,30,NA,0.991520933,0.991520933,FALSE
1097,Chlorobaculum_tepidum,6.53E-06,23,NA,0.992421834,0.992421834,FALSE
2587163,Oceanicola_sp._D3,5.90E-05,33,NA,0.99898554,0.99898554,FALSE
2819280,Acidihalobacter_yilgarnenesis,7.76E-06,28,NA,0.999046105,0.999046105,FALSE
444860,Synechococcus_phage_S-SM2,3.37E-07,2,NA,0.603603604,0.603603604,FALSE
33070,Synechococcus_lividus,2.38E-06,16,NA,0.954689984,0.954689984,FALSE
1127744,Bacillus_sp._JS,2.93E-07,1,NA,NA,NA,FALSE
167,Treponema_succinifaciens,3.25E-06,19,NA,0.520849421,0.520849421,FALSE
1690815,Pseudonocardia_sp._HH130630-07,0.000465549,37,NA,0.5,0.5,FALSE
246969,Thermococcus_sp._AM4,1.12E-06,8,NA,0.820190779,0.820190779,FALSE
51173,Ureibacillus_thermosphaericus,1.44E-05,29,NA,0.999470058,0.999470058,FALSE
2697019,Proteus_sp._ZN5,1.55E-06,13,NA,0.919554849,0.919554849,FALSE
1096868,Pseudonocardia_sp._EC080625-04,0.000241099,22,NA,0.989666137,0.989666137,FALSE
2771430,Sphingosinicella_sp._UDD2,4.66E-05,33,NA,0.974002574,0.974002574,FALSE
692370,Tsuneonella_dongtanensis,8.55E-05,34,NA,0.986743887,0.986743887,FALSE
317858,Cyprinid_herpesvirus_1,4.39E-06,3,NA,0.648906049,0.648906049,FALSE
180230,Cyprinid_herpesvirus_3,5.75E-06,5,NA,0.727761375,0.727761375,FALSE
427923,Desulfurivibrio_alkaliphilus,1.22E-05,27,NA,0.998410175,0.998410175,FALSE
1514105,Erysipelothrix_larvae,2.02E-06,16,NA,0.954689984,0.954689984,FALSE
103690,Nostoc_sp._PCC_7120_=_FACHB-418,3.22E-06,3,NA,0.648906049,0.648906049,FALSE
1704307,Candidatus_Xiphinematobacter_sp._Idaho_Grape,1.28E-07,2,NA,0.603603604,0.603603604,FALSE
875171,Celeribacter_baekdonensis,3.34E-05,30,NA,0.999735029,0.999735029,FALSE
1182568,Deinococcus_puniceus,8.06E-05,33,NA,0.99898554,0.99898554,FALSE
2654982,Paraburkholderia_atlantica,3.46E-05,34,NA,0.9997426,0.9997426,FALSE
1051631,Streptococcus_phage_YMC-2011,4.31E-07,6,NA,0.761791203,0.761791203,FALSE
180,Leptospirillum_ferrooxidans,5.83E-07,8,NA,0.820190779,0.820190779,FALSE
1699623,Psychrobacter_sp._P11G3,1.77E-05,28,NA,0.980286169,0.980286169,FALSE
1699624,Psychrobacter_sp._P11G5,2.82E-05,28,NA,0.980286169,0.980286169,FALSE
1434072,Pseudomonas_salegens,6.27E-06,26,NA,0.997501703,0.997501703,FALSE
1813182,Geobacillus_sp._JS12,4.08E-07,4,NA,0.69021122,0.69021122,FALSE
1211326,Spirosoma_aerolatum,1.85E-05,30,NA,0.991520933,0.991520933,FALSE
1798225,Formosa_sp._Hel1_31_208,2.32E-06,17,NA,0.963320463,0.963320463,FALSE
2067958,Kosakonia_sp._MUSA4,1.13E-05,23,NA,0.683783784,0.683783784,FALSE
1048758,Candidatus_Moranella_endobia,2.76E-08,1,NA,NA,NA,FALSE
548914,Elephant_endotheliotropic_herpesvirus_4,2.54E-07,1,NA,NA,NA,FALSE
2707299,Adlercreutzia_sp._8CFCBH1,6.07E-06,22,NA,0.644144144,0.644144144,FALSE
1644131,Janthinobacterium_sp._1_2014MBL_MicDiv,3.36E-05,32,NA,0.957528958,0.957528958,FALSE
2714951,Leclercia_sp._29361,1.15E-05,24,NA,0.722265122,0.722265122,FALSE
2606450,Alicyclobacillus_sp._TC,2.33E-06,11,NA,0.886819593,0.886819593,FALSE
1462615,Halarcobacter_ebronensis,8.31E-06,23,NA,0.992421834,0.992421834,FALSE
68209,Streptomyces_globosus,6.00E-05,33,NA,0.999992429,0.999992429,FALSE
402297,Nocardioides_daphniae,0.000231833,36,NA,0.945945946,0.945945946,FALSE
37372,Helicobacter_bilis,2.40E-06,15,NA,0.944621092,0.944621092,FALSE
675281,Mesorhizobium_sp._N3,0.000140934,35,NA,0.995495495,0.995495495,FALSE
1377,Aerococcus_viridans,0.000320637,34,NA,0.838095238,0.838095238,FALSE
1184387,Mesotoga_prima,2.81E-07,6,NA,0.761791203,0.761791203,FALSE
2735906,Pseudomonas_sp._B11D7D,7.82E-05,33,NA,0.784798244,0.784798244,FALSE
2778070,Amycolatopsis_sp._FDAARGOS_1241,0.000221798,36,NA,0.945945946,0.945945946,FALSE
2044912,Staphylococcus_debuckii,2.26E-05,29,NA,0.986645469,0.986645469,FALSE
2675707,Aeromonas_sp._WP2-W18-CRE-05,1.08E-05,9,NA,0.466772655,0.466772655,FALSE
326522,Neisseria_animaloris,1.92E-05,22,NA,0.989666137,0.989666137,FALSE
722472,Bradyrhizobium_lablabi,0.000225351,34,NA,0.9997426,0.9997426,FALSE
2026191,Bacillus_luti,8.93E-05,31,NA,0.995079113,0.995079113,FALSE
2742657,Citrobacter_sp._RHBSTW-00599,1.55E-06,2,NA,0.108108108,0.108108108,FALSE
2812648,Methylococcus_sp._EFPC2,1.83E-05,29,NA,0.999470058,0.999470058,FALSE
2508880,Salinibacterium_sp._UTAS2018,1.47E-05,29,NA,0.986645469,0.986645469,FALSE
1783515,Streptomyces_qaidamensis,4.05E-05,33,NA,0.974002574,0.974002574,FALSE
2733946,Caulobacter_virus_Percy,4.55E-08,1,NA,NA,NA,FALSE
1287055,Brachyspira_hampsonii,5.01E-06,22,NA,0.989666137,0.989666137,FALSE
2733484,Halomonas_sp._MCCC_1A11059,8.91E-06,14,NA,0.932962374,0.932962374,FALSE
1471,Bacillus_methanolicus,9.79E-06,27,NA,0.998410175,0.998410175,FALSE
1720343,Pseudoalteromonas_sp._1_2015MBL_MicDiv,2.41E-07,3,NA,0.648906049,0.648906049,FALSE
326320,Dokdonia_donghaensis,5.86E-07,9,NA,0.844992051,0.844992051,FALSE
1705,Corynebacterium_stationis,0.000489757,34,NA,0.9997426,0.9997426,FALSE
35254,Cryptophlebia_leucotreta_granulovirus,7.46E-08,1,NA,NA,NA,FALSE
2724468,Enterobacter_sp._JUb54,9.33E-06,24,NA,0.360087819,0.360087819,FALSE
1404649,Bradyrhizobium_sp._323S2,3.99E-06,15,NA,0.944621092,0.944621092,FALSE
240427,Secundilactobacillus_paracollinoides,1.36E-06,15,NA,0.944621092,0.944621092,FALSE
652787,Mucilaginibacter_mallensis,5.29E-06,25,NA,0.996252555,0.996252555,FALSE
2047,Rothia_dentocariosa,0.000810225,37,NA,0.5,0.5,FALSE
879,Desulfovibrio_gigas,1.10E-05,27,NA,0.998410175,0.998410175,FALSE
1905730,Pectobacterium_parmentieri,6.40E-06,23,NA,0.921462639,0.921462639,FALSE
745377,Natrarchaeobaculum_aegyptiacum,2.78E-05,29,NA,0.999470058,0.999470058,FALSE
2781021,Lysobacter_sp._H21R4,1.72E-05,24,NA,0.994587024,0.994587024,FALSE
2213202,Planococcus_sp._Y42,2.15E-06,16,NA,0.954689984,0.954689984,FALSE
215813,Dinoroseobacter_shibae,0.000175005,37,NA,0.5,0.5,FALSE
1241982,Chryseobacterium_nakagawai,3.57E-05,30,NA,0.991520933,0.991520933,FALSE
50340,Pseudomonas_fuscovaginae,5.88E-06,24,NA,0.994587024,0.994587024,FALSE
2136,Spiroplasma_monobiae,9.00E-07,10,NA,0.867136044,0.867136044,FALSE
2736649,Mycolicibacterium_sp._Z-34,0.000135147,35,NA,0.995495495,0.995495495,FALSE
216427,Mesoplasma_chauliocola,6.32E-07,9,NA,0.844992051,0.844992051,FALSE
2700081,Virgibacillus_sp._MSP4-1,3.21E-06,20,NA,0.981981982,0.981981982,FALSE
2716879,Citrobacter_sp._Y3,3.46E-06,4,NA,0.69021122,0.69021122,FALSE
1921528,Aeromonas_virus_AS4,8.27E-08,1,NA,NA,NA,FALSE
1116375,Vibrio_sp._EJY3,1.50E-06,7,NA,0.792527822,0.792527822,FALSE
1450749,IAS_virus,5.48E-07,2,NA,0.603603604,0.603603604,FALSE
1740262,Catenovulum_sediminis,3.19E-06,19,NA,0.976833977,0.976833977,FALSE
1404367,Bradyrhizobium_symbiodeficiens,6.40E-05,34,NA,0.838095238,0.838095238,FALSE
84023,Clostridium_autoethanogenum,4.57E-06,10,NA,0.867136044,0.867136044,FALSE
320324,Formosa_agariphila,8.85E-06,27,NA,0.972291619,0.972291619,FALSE
2024580,Plantactinospora_sp._KBS50,8.66E-05,34,NA,0.838095238,0.838095238,FALSE
2566012,Citrobacter_sp._CF971,5.52E-06,6,NA,0.761791203,0.761791203,FALSE
1775880,Glutamicibacter_mishrai,0.000138906,34,NA,0.9997426,0.9997426,FALSE
2650471,Lacipirellula_parvula,7.75E-05,34,NA,0.9997426,0.9997426,FALSE
2067957,Methylobacterium_sp._DM1,0.000239705,36,NA,0.945945946,0.945945946,FALSE
487316,Acinetobacter_soli,0.000136645,35,NA,0.891891892,0.891891892,FALSE
1969806,Acidibrevibacterium_fodinaquatile,5.12E-05,33,NA,0.974002574,0.974002574,FALSE
2007306,Francisella_adeliensis,1.02E-06,6,NA,0.761791203,0.761791203,FALSE
1457250,Halapricum_salinum,1.89E-05,27,NA,0.998410175,0.998410175,FALSE
92947,Ketogulonicigenium_robustum,5.09E-05,33,NA,0.999992429,0.999992429,FALSE
2681984,Erwinia_sp._J780,9.78E-06,24,NA,0.937209478,0.937209478,FALSE
2590900,Tenuifilum_thalassicum,1.47E-06,15,NA,0.944621092,0.944621092,FALSE
2609253,Rathayibacter_sp._VKM_Ac-2760,6.42E-05,33,NA,0.974002574,0.974002574,FALSE
2609254,Rathayibacter_sp._VKM_Ac-2762,3.42E-05,30,NA,0.914414414,0.914414414,FALSE
2603246,Providencia_sp._1709051003,1.48E-05,1,NA,NA,NA,FALSE
1564,Desulfotomaculum_ruminis,3.51E-06,22,NA,0.903550609,0.903550609,FALSE
2483403,Mesorhizobium_sp._NZP2298,2.46E-05,31,NA,0.995079113,0.995079113,FALSE
311808,Arthrobacter_sp._68b,2.36E-07,6,NA,0.761791203,0.761791203,FALSE
1366,Lactococcus_raffinolactis,4.42E-05,33,NA,0.99898554,0.99898554,FALSE
497299,Wolbachia_endosymbiont_of_Ceratosolen_solmsi,3.15E-05,6,NA,0.761791203,0.761791203,FALSE
39956,Methylobacterium_mesophilicum,0.000279986,37,NA,0.5,0.5,FALSE
83617,Stenotrophomonas_nitritireducens,1.01E-05,1,NA,NA,NA,FALSE
2715232,Blattabacterium_sp._DPU,2.50E-06,18,NA,0.970656371,0.970656371,FALSE
1389004,Sulfitobacter_sp._SK011,1.53E-05,28,NA,0.999046105,0.999046105,FALSE
1389005,Sulfitobacter_sp._SK012,1.04E-05,27,NA,0.998410175,0.998410175,FALSE
1827305,Stenotrophomonas_sp._MYb57,1.30E-05,18,NA,0.809266409,0.809266409,FALSE
28082,Legionella_anisa,3.41E-06,20,NA,0.981981982,0.981981982,FALSE
454601,Maritalea_myrionectae,4.35E-06,20,NA,0.981981982,0.981981982,FALSE
368607,Janthinobacterium_svalbardensis,3.06E-05,33,NA,0.99898554,0.99898554,FALSE
1580596,Phaeobacter_piscinae,8.75E-05,36,NA,0.445945946,0.445945946,FALSE
1798223,Leifsonia_sp._21MFCrub1.1,0.000104478,34,NA,0.986743887,0.986743887,FALSE
2565558,Hydrogenophaga_sp._PAMC20947,2.68E-05,32,NA,0.999962147,0.999962147,FALSE
28894,Streptomyces_nitrosporeus,5.16E-05,33,NA,0.99898554,0.99898554,FALSE
2018067,Pseudomonas_sp._FDAARGOS_380,1.45E-05,26,NA,0.794723295,0.794723295,FALSE
762210,Bifidobacterium_saguini,3.80E-06,18,NA,0.809266409,0.809266409,FALSE
164451,Vulcanisaeta_distributa,7.52E-08,2,NA,0.603603604,0.603603604,FALSE
2268024,Ephemeroptericola_cinctiostellae,2.11E-06,19,NA,0.976833977,0.976833977,FALSE
42197,Actinosynnema_pretiosum,0.000191219,33,NA,0.974002574,0.974002574,FALSE
2507162,Caproiciproducens_sp._NJN-50,4.02E-06,22,NA,0.644144144,0.644144144,FALSE
2109558,Halobacteriovorax_sp._BALOs_7,3.34E-06,21,NA,0.986221516,0.986221516,FALSE
1218177,Streptomyces_sp._GBA_94-10,2.28E-05,12,NA,0.904231963,0.904231963,FALSE
546805,Mycobacterium_phage_Myrna,5.56E-06,2,NA,0.603603604,0.603603604,FALSE
681157,Phaeobacter_sp._LSS9,2.87E-06,14,NA,0.932962374,0.932962374,FALSE
1491,Clostridium_botulinum,0.000319932,36,NA,0.945945946,0.945945946,FALSE
1883379,Erwinia_phage_vB_EamM_Caitlin,7.61E-08,1,NA,NA,NA,FALSE
1647924,Human_papillomavirus_KC5,3.06E-07,1,NA,NA,NA,FALSE
2126069,Pseudomonas_sp._LBUM920,4.41E-06,14,NA,0.932962374,0.932962374,FALSE
49338,Desulfitobacterium_hafniense,1.16E-05,28,NA,0.999046105,0.999046105,FALSE
271,Thermus_aquaticus,3.99E-06,21,NA,0.986221516,0.986221516,FALSE
158877,Yokenella_regensburgei,1.01E-05,28,NA,0.859459459,0.859459459,FALSE
2139,Spiroplasma_clarkii,8.96E-07,12,NA,0.904231963,0.904231963,FALSE
1545728,Mycobacterium_sp._EPa45,9.64E-05,36,NA,0.945945946,0.945945946,FALSE
2763010,Corynebacterium_sp._zg-917,0.001390693,37,NA,0.5,0.5,FALSE
2082387,Mesorhizobium_sp._Pch-S,9.93E-05,35,NA,0.995495495,0.995495495,FALSE
44935,Halomonas_venusta,2.20E-06,14,NA,0.932962374,0.932962374,FALSE
2559074,Pseudomonas_sp._S150,8.10E-06,23,NA,0.921462639,0.921462639,FALSE
2058625,Undibacterium_sp._YM2,6.45E-06,23,NA,0.992421834,0.992421834,FALSE
2589818,Bacillus_sp._Cs-700,2.64E-06,17,NA,0.963320463,0.963320463,FALSE
656178,Pandoraea_vervacti,2.28E-05,33,NA,0.99898554,0.99898554,FALSE
28151,Serratia_proteamaculans,1.79E-05,30,NA,0.914414414,0.914414414,FALSE
2203219,Chitinophaga_alhagiae,8.64E-06,28,NA,0.980286169,0.980286169,FALSE
2770322,Stenotrophomonas_sp._169,4.19E-05,34,NA,0.986743887,0.986743887,FALSE
33995,Komagataeibacter_europaeus,1.04E-05,25,NA,0.996252555,0.996252555,FALSE
28129,Prevotella_denticola,5.88E-05,35,NA,0.891891892,0.891891892,FALSE
83683,Lactobacillus_amylolyticus,4.32E-06,21,NA,0.986221516,0.986221516,FALSE
220697,Thalassospira_xiamenensis,6.36E-06,19,NA,0.976833977,0.976833977,FALSE
2322,Methanohalobium_evestigatum,1.00E-05,20,NA,0.981981982,0.981981982,FALSE
1873716,Hyphomonas_sp._CACIAM_19H1,2.07E-05,30,NA,0.999735029,0.999735029,FALSE
2249356,Flavobacterium_sp._HYN0086,2.26E-05,32,NA,0.957528958,0.957528958,FALSE
79601,Metallosphaera_hakonensis,8.90E-07,4,NA,0.69021122,0.69021122,FALSE
206403,Sulfurovum_lithotrophicum,2.09E-07,5,NA,0.267771974,0.267771974,FALSE
2023772,Paenibacillus_sp._RUD330,1.59E-05,33,NA,0.784798244,0.784798244,FALSE
2733488,Halomonas_sp._MCCC_1A13718,1.30E-05,28,NA,0.980286169,0.980286169,FALSE
477641,Modestobacter_marinus,0.000626194,37,NA,0.5,0.5,FALSE
1982306,Propionibacterium_virus_Solid,1.04E-07,2,NA,0.603603604,0.603603604,FALSE
1705310,Burkholderia_sp._IDO3,2.92E-05,21,NA,0.883412825,0.883412825,FALSE
228602,Nocardia_arthritidis,0.000101443,34,NA,0.9997426,0.9997426,FALSE
445576,Pseudonocardia_sp._AL041005-10,0.00043703,37,NA,0.5,0.5,FALSE
80868,Acidovorax_cattleyae,3.29E-05,30,NA,0.991520933,0.991520933,FALSE
29341,Clostridium_argentinense,2.81E-05,32,NA,0.997501703,0.997501703,FALSE
33962,Lentilactobacillus_kefiri,1.46E-06,12,NA,0.240669241,0.240669241,FALSE
1849581,Dyella_caseinilytica,1.22E-05,29,NA,0.986645469,0.986645469,FALSE
1112,Erythrobacter_neustonensis,0.000109155,35,NA,0.995495495,0.995495495,FALSE
1324352,Chryseobacterium_gallinarum,4.33E-05,32,NA,0.999962147,0.999962147,FALSE
2707005,Paenibacillus_lutimineralis,9.07E-06,28,NA,0.999046105,0.999046105,FALSE
1338,Streptococcus_intermedius,6.00E-05,31,NA,0.999886441,0.999886441,FALSE
413501,Cronobacter_muytjensii,2.36E-06,8,NA,0.820190779,0.820190779,FALSE
75105,Paraburkholderia_caribensis,5.36E-05,34,NA,0.986743887,0.986743887,FALSE
1329899,Cycloclasticus_zancles,4.44E-07,5,NA,0.727761375,0.727761375,FALSE
190895,Vibrio_rotiferianus,2.85E-06,19,NA,0.976833977,0.976833977,FALSE
1973475,Nostoc_sp._NIES-2111,3.59E-05,25,NA,0.996252555,0.996252555,FALSE
311400,Thermococcus_kodakarensis,1.32E-07,1,NA,NA,NA,FALSE
679318,Rhodococcus_sp._WMMA185,4.77E-05,33,NA,0.99898554,0.99898554,FALSE
1250205,Gramella_sp._MAR_2010_147,4.62E-06,19,NA,0.836293436,0.836293436,FALSE
2592345,Olivibacter_sp._LS-1,2.05E-05,20,NA,0.981981982,0.981981982,FALSE
283811,Stackebrandtia_nassauensis,6.73E-05,34,NA,0.9997426,0.9997426,FALSE
2259673,Nitrosarchaeum_sp._AC2,1.80E-06,13,NA,0.919554849,0.919554849,FALSE
2479393,Pseudomonas_sp._LTGT-11-2Z,1.69E-05,9,NA,0.844992051,0.844992051,FALSE
160799,Paenibacillus_borealis,1.07E-05,29,NA,0.999470058,0.999470058,FALSE
751585,Coprococcus_sp._ART55/1,5.16E-05,33,NA,0.784798244,0.784798244,FALSE
2610896,Streptococcus_sp._LPB0220,0.000178916,33,NA,0.974002574,0.974002574,FALSE
2171755,Profundibacter_amoris,2.43E-05,30,NA,0.999735029,0.999735029,FALSE
69823,Selenomonas_sputigena,1.71E-05,30,NA,0.991520933,0.991520933,FALSE
1821621,Marinobacterium_aestuarii,1.41E-05,32,NA,0.997501703,0.997501703,FALSE
1884914,Candidatus_Planktophila_dulcis,1.71E-06,13,NA,0.919554849,0.919554849,FALSE
2576904,Nostoc_sp._TCL26-01,4.39E-05,31,NA,0.995079113,0.995079113,FALSE
302406,Advenella_mimigardefordensis,1.05E-05,22,NA,0.989666137,0.989666137,FALSE
2734272,Gordonia_virus_Ruthy,1.27E-07,2,NA,0.603603604,0.603603604,FALSE
2664899,Pseudomonas_sp._CFSAN084952,9.79E-06,15,NA,0.944621092,0.944621092,FALSE
1980674,Paenibacillus_sp._Cedars,5.00E-06,16,NA,0.954689984,0.954689984,FALSE
2789327,Sphingobium_sp._Cam5-1,5.74E-05,33,NA,0.99898554,0.99898554,FALSE
1526571,Lacimicrobium_alkaliphilum,6.38E-06,23,NA,0.992421834,0.992421834,FALSE
638619,Bifidobacterium_actinocoloniiforme,4.86E-06,23,NA,0.921462639,0.921462639,FALSE
274539,Chlorobaculum_parvum,2.11E-06,17,NA,0.963320463,0.963320463,FALSE
1589297,Vibrio_phage_phi_1,2.34E-08,1,NA,NA,NA,FALSE
1784713,Flavobacterium_arcticum,7.63E-06,26,NA,0.997501703,0.997501703,FALSE
235,Brucella_abortus,2.48E-05,3,NA,0.648906049,0.648906049,FALSE
1892,Streptomyces_anulatus,4.51E-05,30,NA,0.999735029,0.999735029,FALSE
216933,Spiroplasma_chrysopicola,1.80E-06,10,NA,0.867136044,0.867136044,FALSE
470076,Mycobacterium_stomatepiae,7.43E-05,33,NA,0.99898554,0.99898554,FALSE
2591633,Lysobacter_alkalisoli,6.56E-05,33,NA,0.99898554,0.99898554,FALSE
2265,Thermococcus_litoralis,7.94E-08,1,NA,NA,NA,FALSE
1679444,Akkermansia_glycaniphila,4.46E-06,21,NA,0.986221516,0.986221516,FALSE
750,Gallibacterium_anatis,4.11E-06,21,NA,0.986221516,0.986221516,FALSE
1735038,Oryzomicrobium_terrae,2.08E-05,31,NA,0.995079113,0.995079113,FALSE
1263979,Candidatus_Endolissoclinum_faulkneri,6.72E-06,26,NA,0.962525551,0.962525551,FALSE
2665642,Saccharopolyspora_coralli,0.000839184,37,NA,0.5,0.5,FALSE
1853276,Neisseria_sp._10022,3.71E-06,21,NA,0.986221516,0.986221516,FALSE
754515,Mycoplasma_sp._Mirounga_ES2806-GEN,2.54E-07,3,NA,0.648906049,0.648906049,FALSE
146786,Thermosynechococcus_elongatus,5.17E-06,15,NA,0.944621092,0.944621092,FALSE
65959,Acetobacter_pomorum,7.81E-07,2,NA,0.603603604,0.603603604,FALSE
463014,Bordetella_flabilis,3.56E-05,33,NA,0.99898554,0.99898554,FALSE
1247,Oenococcus_oeni,3.90E-06,18,NA,0.970656371,0.970656371,FALSE
1404,Priestia_megaterium,0.00131472,34,NA,0.9997426,0.9997426,FALSE
84030,Lacrimispora_saccharolytica,7.15E-05,35,NA,0.396396396,0.396396396,FALSE
1778,Mycobacterium_gordonae,0.000219493,35,NA,0.995495495,0.995495495,FALSE
2787706,Klebsiella_sp._BDA134-6,3.59E-06,10,NA,0.171814672,0.171814672,FALSE
2789776,Actinomarinicola_tropica,0.000137209,36,NA,0.945945946,0.945945946,FALSE
561061,Sphingobacterium_psychroaquaticum,1.64E-05,27,NA,0.998410175,0.998410175,FALSE
153151,Parageobacillus_toebii,3.09E-06,12,NA,0.904231963,0.904231963,FALSE
2058135,Olleya_sp._Bg11-27,6.22E-06,22,NA,0.989666137,0.989666137,FALSE
113653,Geoglobus_ahangari,3.97E-08,1,NA,NA,NA,FALSE
1747326,Enterococcus_phage_vB_EfaS_IME197,2.26E-07,1,NA,NA,NA,FALSE
2774873,Pseudomonas_sp._ADPe,1.84E-05,24,NA,0.994587024,0.994587024,FALSE
1647470,Gordonia_phage_GMA1,2.72E-08,1,NA,NA,NA,FALSE
40214,Acinetobacter_johnsonii,0.003566311,37,NA,0.5,0.5,FALSE
936476,Marinomonas_posidonica,1.00E-06,15,NA,0.944621092,0.944621092,FALSE
401471,Undibacterium_parvum,5.03E-06,25,NA,0.950866833,0.950866833,FALSE
2360,Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont,3.59E-06,19,NA,0.976833977,0.976833977,FALSE
1286181,Mycolicibacterium_arabiense,0.000258121,35,NA,0.995495495,0.995495495,FALSE
39669,Methanosalsum_zhilinae,1.49E-07,3,NA,0.648906049,0.648906049,FALSE
